"","id_test","accepted_binomial","EUNIS_name","original_name","contributor_name","contributor_email","Cocontributors","collection_year","doi","collection_site","collection_country","iso_code","latitude","longitude","coordinate_accuracy","storage","substrate","experiment_length","scarification","stratification","other_treatments","water_potential","photoperiod","light_quality","T_day","T_night","seeds_sown","seeds_germinated"
"640",1568,"Fumana ericoides","Fumana ericoides","Fumana ericoides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_5 min","none","none",0,"16","white",24,16,125,0
"641",1586,"Avena sterilis","Avena sterilis","Avena sterilis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_5 min","none","none",0,"16","white",24,16,125,60
"642",1578,"Cistus albidus","Cistus albidus","Cistus albidus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_5 min","none","none",0,"16","white",24,16,125,113
"643",1589,"Avena sterilis","Avena sterilis","Avena sterilis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_10 min","none","none",0,"16","white",24,16,125,53
"644",1524,"Anthyllis vulneraria","Anthyllis vulneraria","Anthyllis vulneraria","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-10 min",0,"16","white",24,16,125,2
"645",1591,"Avena sterilis","Avena sterilis","Avena sterilis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_150°C_10 min","none","none",0,"16","white",24,16,125,0
"646",1536,"Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_5 min","none","none",0,"16","white",24,16,125,7
"647",1597,"Melica ciliata","Melica ciliata","Melica ciliata","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_10 min","none","none",0,"16","white",24,16,125,70
"648",1525,"Anthyllis vulneraria","Anthyllis vulneraria","Anthyllis vulneraria","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-15 min",0,"16","white",24,16,125,4
"649",1516,"Bituminaria bituminosa","Bituminaria bituminosa","Bituminaria bituminosa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_5 min","none","none",0,"16","white",24,16,125,26
"650",1584,"Avena sterilis","Avena sterilis","Avena sterilis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-10 min",0,"16","white",24,16,125,45
"651",1585,"Avena sterilis","Avena sterilis","Avena sterilis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-15 min",0,"16","white",24,16,125,42
"652",1580,"Cistus albidus","Cistus albidus","Cistus albidus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_150°C_5 min","none","none",0,"16","white",24,16,125,0
"653",1556,"Salvia rosmarinus","Rosmarinus officinalis","Rosmarinus officinalis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_5 min","none","none",0,"16","white",24,16,125,0
"654",1549,"Cistus monspeliensis","Cistus monspeliensis","Cistus monspeliensis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_10 min","none","none",0,"16","white",24,16,125,5
"655",1548,"Cistus monspeliensis","Cistus monspeliensis","Cistus monspeliensis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_5 min","none","none",0,"16","white",24,16,125,66
"656",1545,"Cistus monspeliensis","Cistus monspeliensis","Cistus monspeliensis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-15 min",0,"16","white",24,16,125,42
"657",1588,"Avena sterilis","Avena sterilis","Avena sterilis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_5 min","none","none",0,"16","white",24,16,125,47
"658",1515,"Bituminaria bituminosa","Bituminaria bituminosa","Bituminaria bituminosa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","none",0,"16","white",24,16,125,17
"659",1513,"Bituminaria bituminosa","Bituminaria bituminosa","Bituminaria bituminosa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","none",0,"16","white",24,16,125,27
"660",1550,"Cistus monspeliensis","Cistus monspeliensis","Cistus monspeliensis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_150°C_5 min","none","none",0,"16","white",24,16,125,0
"661",1521,"Bituminaria bituminosa","Bituminaria bituminosa","Bituminaria bituminosa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_150°C_10 min","none","none",0,"16","white",24,16,125,0
"662",1523,"Anthyllis vulneraria","Anthyllis vulneraria","Anthyllis vulneraria","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-5 min",0,"16","white",24,16,125,6
"663",1522,"Anthyllis vulneraria","Anthyllis vulneraria","Anthyllis vulneraria","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","none",0,"16","white",24,16,125,4
"664",1574,"Cistus albidus","Cistus albidus","Cistus albidus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-10 min",0,"16","white",24,16,125,59
"665",1558,"Salvia rosmarinus","Rosmarinus officinalis","Rosmarinus officinalis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_5 min","none","none",0,"16","white",24,16,125,10
"666",1538,"Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_5 min","none","none",0,"16","white",24,16,125,0
"667",1575,"Cistus albidus","Cistus albidus","Cistus albidus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-15 min",0,"16","white",24,16,125,90
"668",1547,"Cistus monspeliensis","Cistus monspeliensis","Cistus monspeliensis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_10 min","none","none",0,"16","white",24,16,125,60
"669",1541,"Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_150°C_10 min","none","none",0,"16","white",24,16,125,0
"670",1593,"Melica ciliata","Melica ciliata","Melica ciliata","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-5 min",0,"16","white",24,16,125,118
"671",1519,"Bituminaria bituminosa","Bituminaria bituminosa","Bituminaria bituminosa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_10 min","none","none",0,"16","white",24,16,125,0
"672",1595,"Melica ciliata","Melica ciliata","Melica ciliata","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-15 min",0,"16","white",24,16,125,116
"673",1557,"Salvia rosmarinus","Rosmarinus officinalis","Rosmarinus officinalis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_10 min","none","none",0,"16","white",24,16,125,3
"674",1518,"Bituminaria bituminosa","Bituminaria bituminosa","Bituminaria bituminosa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_5 min","none","none",0,"16","white",24,16,125,99
"675",1529,"Anthyllis vulneraria","Anthyllis vulneraria","Anthyllis vulneraria","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_10 min","none","none",0,"16","white",24,16,125,0
"676",1531,"Anthyllis vulneraria","Anthyllis vulneraria","Anthyllis vulneraria","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_150°C_10 min","none","none",0,"16","white",24,16,125,0
"677",1577,"Cistus albidus","Cistus albidus","Cistus albidus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_10 min","none","none",0,"16","white",24,16,125,98
"678",1555,"Salvia rosmarinus","Rosmarinus officinalis","Rosmarinus officinalis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-15 min",0,"16","white",24,16,125,7
"679",1546,"Cistus monspeliensis","Cistus monspeliensis","Cistus monspeliensis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_5 min","none","none",0,"16","white",24,16,125,66
"680",1573,"Cistus albidus","Cistus albidus","Cistus albidus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-5 min",0,"16","white",24,16,125,60
"681",1587,"Avena sterilis","Avena sterilis","Avena sterilis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_10 min","none","none",0,"16","white",24,16,125,41
"682",1576,"Cistus albidus","Cistus albidus","Cistus albidus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_80°C_5 min","none","none",0,"16","white",24,16,125,98
"683",1572,"Cistus albidus","Cistus albidus","Cistus albidus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","none",0,"16","white",24,16,125,87
"684",1581,"Cistus albidus","Cistus albidus","Cistus albidus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_150°C_10 min","none","none",0,"16","white",24,16,125,0
"685",1592,"Melica ciliata","Melica ciliata","Melica ciliata","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","none",0,"16","white",24,16,125,70
"686",1559,"Salvia rosmarinus","Rosmarinus officinalis","Rosmarinus officinalis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_110°C_10 min","none","none",0,"16","white",24,16,125,0
"687",1594,"Melica ciliata","Melica ciliata","Melica ciliata","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-10 min",0,"16","white",24,16,125,119
"688",1561,"Salvia rosmarinus","Rosmarinus officinalis","Rosmarinus officinalis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_150°C_10 min","none","none",0,"16","white",24,16,125,0
"689",1535,"Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-15 min",0,"16","white",24,16,125,1
"690",1530,"Anthyllis vulneraria","Anthyllis vulneraria","Anthyllis vulneraria","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_150°C_5 min","none","none",0,"16","white",24,16,125,0
"691",1514,"Bituminaria bituminosa","Bituminaria bituminosa","Bituminaria bituminosa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","none",0,"16","white",24,16,125,20
"692",1534,"Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","none","none","smoke-10 min",0,"16","white",24,16,125,3
"693",1560,"Salvia rosmarinus","Rosmarinus officinalis","Rosmarinus officinalis","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","nd","10.1007/s11258-008-9532-9","Montpellier","France","FR","43.64086",3.883447,10000,"stored_room conditions_7 months","paper","80","heat_150°C_5 min","none","none",0,"16","white",24,16,125,0
"694",3261,"Carex echinata","Carex echinata","Carex echinata","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","cold_3°C darkness_12 weeks","none",0,"12","white",14,4,100,89
"695",3275,"Carex lepidocarpa","Carex lepidocarpa","Carex lepidocarpa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","56","none","warm_25 °C in darkness for eight weeks after one incubation period","none",0,"12","white",30,20,100,32
"696",3267,"Carex lepidocarpa","Carex lepidocarpa","Carex lepidocarpa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","none","none",0,"12","white",14,4,100,0
"697",3290,"Parnassia palustris","Parnassia palustris","Parnassia palustris","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","cold_3 °C in darkness for 12 weeks","none",0,"12","white",30,20,100,85
"698",3292,"Parnassia palustris","Parnassia palustris","Parnassia palustris","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","56","none","warm_25 °C in darkness for eight weeks after one incubation period","none",0,"12","white",22,12,100,23
"699",3269,"Carex lepidocarpa","Carex lepidocarpa","Carex lepidocarpa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","none","none",0,"12","white",30,20,100,23
"700",3270,"Carex lepidocarpa","Carex lepidocarpa","Carex lepidocarpa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","cold_3°C darkness_12 weeks","none",0,"12","white",14,4,100,1
"701",3272,"Carex lepidocarpa","Carex lepidocarpa","Carex lepidocarpa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","cold_3 °C in darkness for 12 weeks","none",0,"12","white",30,20,100,51
"702",3294,"Primula farinosa","Primula farinosa","Primula farinosa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","none","none",0,"12","white",14,4,100,24
"703",3268,"Carex lepidocarpa","Carex lepidocarpa","Carex lepidocarpa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","none","none",0,"12","white",22,12,100,1
"704",3288,"Parnassia palustris","Parnassia palustris","Parnassia palustris","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","cold_3°C darkness_12 weeks","none",0,"12","white",14,4,100,68
"705",3259,"Carex echinata","Carex echinata","Carex echinata","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","none","none",0,"12","white",22,12,100,65
"706",3271,"Carex lepidocarpa","Carex lepidocarpa","Carex lepidocarpa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","cold_3 °C in darkness for 12 weeks","none",0,"12","white",22,12,100,23
"707",3284,"Eriophorum latifolium","Eriophorum latifolium","Eriophorum latifolium","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","56","none","warm_25 °C in darkness for eight weeks after one incubation period","none",0,"12","white",30,20,100,64
"708",3283,"Eriophorum latifolium","Eriophorum latifolium","Eriophorum latifolium","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","56","none","warm_25 °C in darkness for eight weeks after one incubation period","none",0,"12","white",22,12,100,33
"709",3260,"Carex echinata","Carex echinata","Carex echinata","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","none","none",0,"12","white",30,20,100,64
"710",3289,"Parnassia palustris","Parnassia palustris","Parnassia palustris","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","cold_3 °C in darkness for 12 weeks","none",0,"12","white",22,12,100,84
"711",3297,"Primula farinosa","Primula farinosa","Primula farinosa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","cold_3°C darkness_12 weeks","none",0,"12","white",14,4,100,91
"712",3277,"Eriophorum latifolium","Eriophorum latifolium","Eriophorum latifolium","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","none","none",0,"12","white",22,12,100,25
"713",3282,"Eriophorum latifolium","Eriophorum latifolium","Eriophorum latifolium","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","56","none","warm_25 °C darkness_8 weeks after one incubation period","none",0,"12","white",14,4,100,75
"714",3302,"Primula farinosa","Primula farinosa","Primula farinosa","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","56","none","warm_25 °C in darkness for eight weeks after one incubation period","none",0,"12","white",30,20,100,95
"715",3263,"Carex echinata","Carex echinata","Carex echinata","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","cold_3 °C in darkness for 12 weeks","none",0,"12","white",30,20,100,88
"716",3286,"Parnassia palustris","Parnassia palustris","Parnassia palustris","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","28","none","none","none",0,"12","white",22,12,100,9
"717",3293,"Parnassia palustris","Parnassia palustris","Parnassia palustris","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1007/s11258-012-0165-7","Cantabrian Mountains of north-western Spain","Spain","ES","43.2",-5.45,5e+05,"fresh_22°C;50%RH_3 weeks","agar","56","none","warm_25 °C in darkness for eight weeks after one incubation period","none",0,"12","white",30,20,100,59
