id_test,accepted_binomial,EUNIS_name,original_name,contributor_name,contributor_email,cocontributors,doi,collection_year,collection_site,collection_country,iso_code,latitude,longitude,coordinate_accuracy,storage,substrate,experiment_length,scarification,stratification,other_treatments,water_potential,photoperiod,light_quality,T_day,T_night,seeds_sown,seeds_germinated,changed,scar_bin,strat_bin,light,temperature,alternating,group
931,Lavandula latifolia,Lavandula latifolia,Lavandula latifolia,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_10 min,none,none,0,0,none,20,20,100,2,"",yes,none,0,20,no,Lavandula latifolia_yes_none_0_no_20
932,Lavandula latifolia,Lavandula latifolia,Lavandula latifolia,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_5 min,none,none,0,0,none,20,20,100,1,"",yes,none,0,20,no,Lavandula latifolia_yes_none_0_no_20
933,Lavandula latifolia,Lavandula latifolia,Lavandula latifolia,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,none,0,0,none,20,20,100,13,"",none,none,0,20,no,Lavandula latifolia_none_none_0_no_20
934,Lavandula latifolia,Lavandula latifolia,Lavandula latifolia,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,smoke_1 : 1,0,0,none,20,20,100,59,"",none,none,0,20,no,Lavandula latifolia_none_none_0_no_20
935,Lavandula latifolia,Lavandula latifolia,Lavandula latifolia,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,smoke_smoke 1 : 10,0,0,none,20,20,100,47,"",none,none,0,20,no,Lavandula latifolia_none_none_0_no_20
936,Lavandula latifolia,Lavandula latifolia,Lavandula latifolia,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,water control (pH 5.53; seeds immersed in distilled water for 24 h before sowing,0,0,none,20,20,100,29,"",none,none,0,20,no,Lavandula latifolia_none_none_0_no_20
3156,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-013-0264-0,nd,"Iberian Peninsula (from Sierra de Gredos to Sierra de Guadarrama, Central Spain)",Spain,ES,40.18416667,-5.334166667,1000,stored_room costoreditions,paper,60,none,none,none,0,12,white,14,4,150,130,"",none,none,1,9,yes,Lavandula pedunculata_none_none_1_yes_9
3157,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-013-0264-0,nd,"Iberian Peninsula (from Sierra de Gredos to Sierra de Guadarrama, Central Spain)",Spain,ES,40.18416667,-5.334166667,1000,stored_room costoreditions,paper,60,none,none,none,0,12,white,18,8,150,146,"",none,none,1,13,yes,Lavandula pedunculata_none_none_1_yes_13
3158,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-013-0264-0,nd,"Iberian Peninsula (from Sierra de Gredos to Sierra de Guadarrama, Central Spain)",Spain,ES,40.18416667,-5.334166667,1000,stored_room costoreditions,paper,60,none,none,none,0,12,white,22,12,150,149,"",none,none,1,17,yes,Lavandula pedunculata_none_none_1_yes_17
3159,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-013-0264-0,nd,"Iberian Peninsula (from Sierra de Gredos to Sierra de Guadarrama, Central Spain)",Spain,ES,40.18416667,-5.334166667,1000,stored_room costoreditions,paper,60,none,none,none,0,12,white,26,16,150,144,"",none,none,1,21,yes,Lavandula pedunculata_none_none_1_yes_21
3160,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-013-0264-0,nd,"Iberian Peninsula (from Sierra de Gredos to Sierra de Guadarrama, Central Spain)",Spain,ES,40.18416667,-5.334166667,1000,stored_room costoreditions,paper,60,fire_heatShock_90 °C for 10 min,none,none,0,12,white,14,4,150,129,"",yes,none,1,9,yes,Lavandula pedunculata_yes_none_1_yes_9
3161,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-013-0264-0,nd,"Iberian Peninsula (from Sierra de Gredos to Sierra de Guadarrama, Central Spain)",Spain,ES,40.18416667,-5.334166667,1000,stored_room costoreditions,paper,60,fire_heatShock_90 °C for 10 min,none,none,0,12,white,18,8,150,148,"",yes,none,1,13,yes,Lavandula pedunculata_yes_none_1_yes_13
3162,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-013-0264-0,nd,"Iberian Peninsula (from Sierra de Gredos to Sierra de Guadarrama, Central Spain)",Spain,ES,40.18416667,-5.334166667,1000,stored_room costoreditions,paper,60,fire_heatShock_90 °C for 10 min,none,none,0,12,white,22,12,150,149,"",yes,none,1,17,yes,Lavandula pedunculata_yes_none_1_yes_17
3163,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-013-0264-0,nd,"Iberian Peninsula (from Sierra de Gredos to Sierra de Guadarrama, Central Spain)",Spain,ES,40.18416667,-5.334166667,1000,stored_room costoreditions,paper,60,fire_heatShock_90 °C for 10 min,none,none,0,12,white,26,16,150,146,"",yes,none,1,21,yes,Lavandula pedunculata_yes_none_1_yes_21
1152,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-019-00931-2,2015,Los Ya©benes,Spain,ES,39.42133333,-4.110216667,10000,stored_room conditions_4 months,paper,48,mechanical_25 seeds cylindrical container lined with sandpaper and shaking it with a ball mill (Restch MM200)_15 min,none,none,0,12,white,20,20,77,76,"",yes,none,1,20,no,Lavandula pedunculata_yes_none_1_no_20
1153,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-019-00931-2,2015,Los Ya©benes,Spain,ES,39.42133333,-4.110216667,10000,stored_room conditions_4 months,paper,48,mechanical_25 seeds cylindrical container lined with sandpaper and shaking it with a ball mill (Restch MM200)_15 min,none,"smoked_Cistus ladanifer, Cytisus scoparius and Lavandula pedunculata (750 g of biomass in a 1:1:1 proportion)_10 min",0,12,white,20,20,84,83,"",yes,none,1,20,no,Lavandula pedunculata_yes_none_1_no_20
1166,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-019-00931-2,2015,Los Ya©benes,Spain,ES,39.42133333,-4.110216667,10000,stored_room conditions_4 months,paper,48,mechanical_25 seeds cylindrical container lined with sandpaper and shaking it with a ball mill (Restch MM200)_15 min,none,none,-0.15,12,white,20,20,87,85,"",yes,none,1,20,no,Lavandula pedunculata_yes_none_1_no_20
1167,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-019-00931-2,2015,Los Ya©benes,Spain,ES,39.42133333,-4.110216667,10000,stored_room conditions_4 months,paper,48,mechanical_25 seeds cylindrical container lined with sandpaper and shaking it with a ball mill (Restch MM200)_15 min,none,"smoked_Cistus ladanifer, Cytisus scoparius and Lavandula pedunculata (750 g of biomass in a 1:1:1 proportion)_10 min",-0.15,12,white,20,20,83,83,"",yes,none,1,20,no,Lavandula pedunculata_yes_none_1_no_20
1180,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-019-00931-2,2015,Los Ya©benes,Spain,ES,39.42133333,-4.110216667,10000,stored_room conditions_4 months,paper,48,mechanical_25 seeds cylindrical container lined with sandpaper and shaking it with a ball mill (Restch MM200)_15 min,none,none,-0.3,12,white,20,20,82,78,"",yes,none,1,20,no,Lavandula pedunculata_yes_none_1_no_20
1181,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-019-00931-2,2015,Los Ya©benes,Spain,ES,39.42133333,-4.110216667,10000,stored_room conditions_4 months,paper,48,mechanical_25 seeds cylindrical container lined with sandpaper and shaking it with a ball mill (Restch MM200)_15 min,none,"smoked_Cistus ladanifer, Cytisus scoparius and Lavandula pedunculata (750 g of biomass in a 1:1:1 proportion)_10 min",-0.3,12,white,20,20,81,78,"",yes,none,1,20,no,Lavandula pedunculata_yes_none_1_no_20
1194,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-019-00931-2,2015,Los Ya©benes,Spain,ES,39.42133333,-4.110216667,10000,stored_room conditions_4 months,paper,48,mechanical_25 seeds cylindrical container lined with sandpaper and shaking it with a ball mill (Restch MM200)_15 min,none,none,-0.45,12,white,20,20,78,51,"",yes,none,1,20,no,Lavandula pedunculata_yes_none_1_no_20
1195,Lavandula pedunculata,Lavandula pedunculata,Lavandula pedunculata,"","","",10.1007/s11258-019-00931-2,2015,Los Ya©benes,Spain,ES,39.42133333,-4.110216667,10000,stored_room conditions_4 months,paper,48,mechanical_25 seeds cylindrical container lined with sandpaper and shaking it with a ball mill (Restch MM200)_15 min,none,"smoked_Cistus ladanifer, Cytisus scoparius and Lavandula pedunculata (750 g of biomass in a 1:1:1 proportion)_10 min",-0.45,12,white,20,20,79,73,"",yes,none,1,20,no,Lavandula pedunculata_yes_none_1_no_20
121,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,5,5,100,31,"",none,none,1,5,no,Lavandula stoechas_none_none_1_no_5
122,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,10,10,100,97,"",none,none,1,10,no,Lavandula stoechas_none_none_1_no_10
123,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,15,15,100,72,"",none,none,1,15,no,Lavandula stoechas_none_none_1_no_15
124,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,20,20,100,81,"",none,none,1,20,no,Lavandula stoechas_none_none_1_no_20
125,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,25,25,100,89,"",none,none,1,25,no,Lavandula stoechas_none_none_1_no_25
126,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,30,30,100,0,"",none,none,1,30,no,Lavandula stoechas_none_none_1_no_30
133,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,15,5,100,99,"",none,none,1,10,yes,Lavandula stoechas_none_none_1_yes_10
134,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,20,10,100,53,"",none,none,1,15,yes,Lavandula stoechas_none_none_1_yes_15
135,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,25,15,100,80,"",none,none,1,20,yes,Lavandula stoechas_none_none_1_yes_20
136,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,30,15,100,96,"",none,none,1,22.5,yes,Lavandula stoechas_none_none_1_yes_22.5
141,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,5,5,100,45,"",none,none,1,5,no,Lavandula stoechas_none_none_1_no_5
142,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,10,10,100,100,"",none,none,1,10,no,Lavandula stoechas_none_none_1_no_10
143,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,15,15,100,87,"",none,none,1,15,no,Lavandula stoechas_none_none_1_no_15
144,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,20,20,100,99,"",none,none,1,20,no,Lavandula stoechas_none_none_1_no_20
145,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,25,25,100,99,"",none,none,1,25,no,Lavandula stoechas_none_none_1_no_25
146,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,30,30,100,0,"",none,none,1,30,no,Lavandula stoechas_none_none_1_no_30
153,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,15,5,100,98,"",none,none,1,10,yes,Lavandula stoechas_none_none_1_yes_10
154,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,20,10,100,92,"",none,none,1,15,yes,Lavandula stoechas_none_none_1_yes_15
155,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,25,15,100,93,"",none,none,1,20,yes,Lavandula stoechas_none_none_1_yes_20
156,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,30,15,100,95,"",none,none,1,22.5,yes,Lavandula stoechas_none_none_1_yes_22.5
161,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,5,5,100,41,"",none,none,1,5,no,Lavandula stoechas_none_none_1_no_5
162,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,10,10,100,92,"",none,none,1,10,no,Lavandula stoechas_none_none_1_no_10
163,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,15,15,100,71,"",none,none,1,15,no,Lavandula stoechas_none_none_1_no_15
164,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,20,20,100,87,"",none,none,1,20,no,Lavandula stoechas_none_none_1_no_20
165,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,25,25,100,90,"",none,none,1,25,no,Lavandula stoechas_none_none_1_no_25
166,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,30,30,100,0,"",none,none,1,30,no,Lavandula stoechas_none_none_1_no_30
173,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,15,5,100,95,"",none,none,1,10,yes,Lavandula stoechas_none_none_1_yes_10
174,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,20,10,100,72,"",none,none,1,15,yes,Lavandula stoechas_none_none_1_yes_15
175,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,25,15,100,82,"",none,none,1,20,yes,Lavandula stoechas_none_none_1_yes_20
176,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1111/plb.13329,2018,"Mu?la Province, southwest Turkey",Turkey,TR,37.017721,28.607485,5e+05,fresh_dry_5-10 days,agar,nd,none,none,viability test_Cut test after germination test,0,12,cool white fluorescent light,30,15,100,63,"",none,none,1,22.5,yes,Lavandula stoechas_none_none_1_yes_22.5
849,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,heat_80 °C_5 min,none,none,0,0,none,20,20,100,21,"",yes,none,0,20,no,Lavandula stoechas_yes_none_0_no_20
850,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,heat_80 °C_10 min,none,none,0,0,none,20,20,100,31,"",yes,none,0,20,no,Lavandula stoechas_yes_none_0_no_20
851,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,heat_100°C_5 min,none,none,0,0,none,20,20,100,41,"",yes,none,0,20,no,Lavandula stoechas_yes_none_0_no_20
852,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,heat_100°C_10 min,none,none,0,0,none,20,20,100,68,"",yes,none,0,20,no,Lavandula stoechas_yes_none_0_no_20
853,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_5 min,none,none,0,0,none,20,20,100,72,"",yes,none,0,20,no,Lavandula stoechas_yes_none_0_no_20
854,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_10 min,none,none,0,0,none,20,20,100,12,"",yes,none,0,20,no,Lavandula stoechas_yes_none_0_no_20
855,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_5 min,none,none,0,0,none,20,20,100,0,"",yes,none,0,20,no,Lavandula stoechas_yes_none_0_no_20
856,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,none,0,0,none,20,20,100,10,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
857,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,smoke_1 : 1,0,0,none,20,20,100,100,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
858,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,smoke_smoke 1 : 10,0,0,none,20,20,100,96,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
859,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5e+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,water control (pH 5.53; seeds immersed in distilled water for 24 h before sowing,0,0,none,20,20,100,50,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
1820,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.3906/bot-1111-12,2010,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,none,0,0,none,20,20,100,81,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
1821,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.3906/bot-1111-12,2010,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,smoke_Aqueous smoke solution Pinus brutia,0,0,none,20,20,100,93,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
1822,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.3906/bot-1111-12,2010,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,smoke_Aqueous smoke solution Quercus infectoria,0,0,none,20,20,100,91,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
1823,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.3906/bot-1111-12,2010,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,smoke_Aqueous smoke solution Chrysopogon gryllus,0,0,none,20,20,100,89,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
2503,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1017/s0960258514000142,2012,Mu?la,Turkey,TR,36.88333333,28.18333333,1000,fresh_room conditions_1 month,agar,49,none,none,incubation_in distilled water (pH 5.75)_24 h,0,0,none,20,20,100,69,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
2505,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1017/s0960258514000142,2012,Mu?la,Turkey,TR,36.88333333,28.18333333,1000,fresh_room conditions_1 month,agar,49,none,none,smoke_24 hr_Dry needles of Pinus brutia_1:1,0,0,none,20,20,100,89,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
2507,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1017/s0960258514000142,2012,Mu?la,Turkey,TR,36.88333333,28.18333333,1000,fresh_room conditions_1 month,agar,49,none,none,smoke_24 hr_Dry needles of Pinus brutia_1:10,0,0,none,20,20,100,88,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
2509,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.1017/s0960258514000142,2012,Mu?la,Turkey,TR,36.88333333,28.18333333,1000,fresh_room conditions_1 month,agar,49,none,none,smoke_24 hr_Dry needles of Pinus brutia_1:100,0,0,none,20,20,100,95,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
1994,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.2478/eko-2021-0032,2020,"Bejaia city, Northeast Algeria",Algeria,DZ,36.767035,4.998945,100,stored_room costoreditions,paper,22,none,none,sterilised by hypochlorite solution (10% NaOCl) for 5 min and washed abundantly with distilled water_Control,0,0,none,20,20,100,89,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
1995,Lavandula stoechas,Lavandula stoechas,Lavandula stoechas,"","","",10.2478/eko-2021-0032,2020,"Bejaia city, Northeast Algeria",Algeria,DZ,36.767035,4.998945,100,stored_room costoreditions,paper,22,none,none,sterilised by hypochlorite solution (10% NaOCl) for 5 min and washed abundantly with distilled water_salt agents_NaCl_25mM,0,0,none,20,20,100,66,"",none,none,0,20,no,Lavandula stoechas_none_none_0_no_20
