WCVP_id,accepted_binomial,EUNIS_name,species_type,Habitat level 1,Habitat level 3
406640,Dactylis glomerata,Dactylis glomerata,Constant,Coastal,Mediterranean and Black Sea rocky sea cliff and shore
406640,Dactylis glomerata,Dactylis glomerata,Constant,Scrublands,Mediterranean maquis and arborescent matorral
406640,Dactylis glomerata,Dactylis glomerata,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2757936,Daucus carota,Daucus carota,Constant,Man-made,Mediterranean subnitrophilous annual grassland
2757936,Daucus carota,Daucus carota,Constant,Scrublands,Western Mediterranean spiny heath
2757936,Daucus carota,Daucus carota,Constant,Scrublands,Thermomediterranean arid scrub
2757936,Daucus carota,Daucus carota,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2757936,Daucus carota,Daucus carota,Constant,Grasslands,Mediterranean tall humid inland grassland
2757936,Daucus carota,Daucus carota,Constant,Grasslands,Submediterranean moist meadow
2757936,Daucus carota,Daucus carota,Constant,Coastal,Mediterranean and Black Sea rocky sea cliff and shore
2757936,Daucus carota,Daucus carota,Constant,Grasslands,Mediterranean short moist grassland of lowlands
2757936,Daucus carota,Daucus carota,Constant,Grasslands,Mediterranean tall perennial dry grassland
2765016,Dianthus sylvestris,Dianthus sylvestris,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
2765016,Dianthus sylvestris,Dianthus sylvestris,Diagnostic,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
2765016,Dianthus sylvestris,Dianthus sylvestris,Constant,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
2765016,Dianthus sylvestris,Dianthus sylvestris,Constant,Grasslands,Cyrno-Sardean oromediterranean siliceous dry grassland
3113909,Dittrichia viscosa,Dittrichia viscosa,Constant,Scrublands,Western Mediterranean spiny heath
3113909,Dittrichia viscosa,Dittrichia viscosa,Constant,Coastal,Mediterranean and Black Sea moist and wet dune slack
3113909,Dittrichia viscosa,Dittrichia viscosa,Constant,Grasslands,Mediterranean tall humid inland grassland
3113909,Dittrichia viscosa,Dittrichia viscosa,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
3113909,Dittrichia viscosa,Dittrichia viscosa,Constant,Scrublands,Mediterranean riparian scrub
305015,Drimia maritima,Drimia maritima,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
305015,Drimia maritima,Drimia maritima,Diagnostic,Scrublands,Eastern Mediterranean spiny heath (phrygana)
305015,Drimia maritima,Drimia maritima,Constant,Scrublands,Thermomediterranean arid scrub
305015,Drimia maritima,Drimia maritima,Constant,Forests,Mediterranean Cupressaceae forest
2783222,Echinophora spinosa,Echinophora spinosa,Constant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
2783222,Echinophora spinosa,Echinophora spinosa,Diagnostic,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
2783222,Echinophora spinosa,Echinophora spinosa,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2783222,Echinophora spinosa,Echinophora spinosa,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2784282,Echium plantagineum,Echium plantagineum,Diagnostic,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2784282,Echium plantagineum,Echium plantagineum,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2792636,Erica arborea,Erica arborea,Dominant,Scrublands,Mediterranean maquis and arborescent matorral
2792636,Erica arborea,Erica arborea,Dominant,Forests,Mediterranean thermophilous deciduous forest
2792636,Erica arborea,Erica arborea,Constant,Forests,Mediterranean thermophilous deciduous forest
2792636,Erica arborea,Erica arborea,Dominant,Forests,Mediterranean lowland to submontane Pinus forest
2792636,Erica arborea,Erica arborea,Constant,Forests,Mediterranean evergreen Quercus forest
2792636,Erica arborea,Erica arborea,Constant,Scrublands,Western Mediterranean spiny heath
2792636,Erica arborea,Erica arborea,Constant,Forests,Mediterranean montane Pinus sylvestris-Pinus nigra forest
2792636,Erica arborea,Erica arborea,Constant,Forests,Mediterranean lowland to submontane Pinus forest
2792636,Erica arborea,Erica arborea,Constant,Scrublands,Lowland to montane temperate and submediterranean genistoid scrub
2792636,Erica arborea,Erica arborea,Constant,Scrublands,Mediterranean maquis and arborescent matorral
2793771,Erica cinerea,Erica maderensis,Constant,Grasslands,Madeiran oromediterranean siliceous dry grassland
2793771,Erica cinerea,Erica maderensis,Diagnostic,Grasslands,Madeiran oromediterranean siliceous dry grassland
2793873,Erica multiflora,Erica multiflora,Constant,Scrublands,Thermomediterranean arid scrub
2793873,Erica vagans,Erica multiflora,Constant,Scrublands,Thermomediterranean arid scrub
244565,Eriophorum latifolium,Eriophorum latifolium,Constant,Wetlands,Relict mire of Mediterranean mountains
244565,Eriophorum latifolium,Eriophorum latifolium,Diagnostic,Wetlands,Relict mire of Mediterranean mountains
244565,Eriophorum latifolium,Eriophorum latifolium,Dominant,Wetlands,Relict mire of Mediterranean mountains
2799418,Eryngium maritimum,Eryngium maritimum,Diagnostic,Coastal,Mediterranean and Black Sea coastal shingle beach
2799418,Eryngium maritimum,Eryngium maritimum,Constant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
2799418,Eryngium maritimum,Eryngium maritimum,Constant,Coastal,Mediterranean and Black Sea sand beach
2799418,Eryngium maritimum,Eryngium maritimum,Diagnostic,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
2799418,Eryngium maritimum,Eryngium maritimum,Constant,Coastal,Mediterranean and Black Sea coastal shingle beach
2799418,Eryngium maritimum,Eryngium maritimum,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2799418,Eryngium maritimum,Eryngium maritimum,Diagnostic,Coastal,Mediterranean and Black Sea sand beach
2799418,Eryngium maritimum,Eryngium maritimum,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
78308,Euphorbia amygdaloides,Euphorbia amygdaloides,Constant,Forests,Temperate and submediterranean thermophilous deciduous forest
78308,Euphorbia amygdaloides,Euphorbia amygdaloides,Diagnostic,Forests,Mediterranean and Balkan subalpine Pinus heldreichii-Pinus peuce forest
78308,Euphorbia amygdaloides,Euphorbia amygdaloides,Constant,Forests,Mediterranean and Balkan subalpine Pinus heldreichii-Pinus peuce forest
78308,Euphorbia amygdaloides,Euphorbia amygdaloides,Constant,Forests,Mediterranean mountain Abies forest
79302,Euphorbia dendroides,Euphorbia dendroides,Constant,Scrublands,Thermomediterranean arid scrub
79302,Euphorbia dendroides,Euphorbia dendroides,Diagnostic,Scrublands,Thermomediterranean arid scrub
79302,Euphorbia dendroides,Euphorbia dendroides,Dominant,Scrublands,Thermomediterranean arid scrub
81334,Euphorbia paralias,Euphorbia paralias,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
81334,Euphorbia paralias,Euphorbia paralias,Constant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
81334,Euphorbia paralias,Euphorbia paralias,Diagnostic,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
81334,Euphorbia paralias,Euphorbia paralias,Constant,Coastal,Mediterranean and Black Sea sand beach
81418,Euphorbia peplis,Euphorbia peplis,Constant,Coastal,Mediterranean and Black Sea sand beach
81418,Euphorbia peplis,Euphorbia peplis,Constant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
81418,Euphorbia peplis,Euphorbia peplis,Diagnostic,Coastal,Mediterranean and Black Sea sand beach
82490,Euphorbia terracina,Euphorbia terracina,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
82490,Euphorbia terracina,Euphorbia terracina,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
417110,Festuca alpina,Festuca varia,Dominant,Grasslands,Balkan and Anatolian oromediterranean dry grassland
417110,Festuca alpina,Festuca varia,Diagnostic,Grasslands,Balkan and Anatolian oromediterranean dry grassland
417110,Festuca alpina,Festuca varia,Dominant,Forests,Mediterranean and Balkan subalpine Pinus heldreichii-Pinus peuce forest
417110,Festuca alpina,Festuca varia,Diagnostic,Scrublands,Eastern Mediterranean mountain hedgehog-heath
417110,Festuca alpina,Festuca varia,Constant,Grasslands,Balkan and Anatolian oromediterranean dry grassland
417110,Festuca alpina,Festuca varia,Constant,Scrublands,Eastern Mediterranean mountain hedgehog-heath
415148,Festuca eskia,Festuca eskia,Constant,Grasslands,Iberian oromediterranean siliceous dry grassland
415148,Festuca eskia,Festuca eskia,Diagnostic,Grasslands,Iberian oromediterranean siliceous dry grassland
415163,Festuca fasciculata,Vulpia fasciculata,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
415163,Festuca fasciculata,Vulpia fasciculata,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
415404,Festuca hystrix,Festuca hystrix,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
415404,Festuca hystrix,Festuca hystrix,Diagnostic,Grasslands,Iberian oromediterranean basiphilous dry grassland
415404,Festuca hystrix,Festuca hystrix,Dominant,Grasslands,Iberian oromediterranean basiphilous dry grassland
415404,Festuca hystrix,Festuca hystrix,Constant,Grasslands,Iberian oromediterranean basiphilous dry grassland
416502,Festuca juncifolia,Festuca rubra,Constant,Grasslands,Cyrno-Sardean oromediterranean siliceous dry grassland
416502,Festuca juncifolia,Festuca rubra,Constant,Scrublands,Lowland to montane temperate and submediterranean Juniperus scrub
416502,Festuca juncifolia,Festuca rubra,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
416502,Festuca juncifolia,Festuca rubra,Constant,Grasslands,Mediterranean short moist grassland of lowlands
416502,Festuca juncifolia,Festuca rubra,Constant,Scrublands,Central Mediterranean mountain hedgehog-heath
416502,Festuca juncifolia,Festuca rubra,Constant,Wetlands,Relict mire of Mediterranean mountains
416502,Festuca juncifolia,Festuca rubra,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
416502,Festuca rubra,Festuca braun-blanquetii,Diagnostic,Forests,Mediterranean montane Pinus sylvestris-Pinus nigra forest
416502,Festuca rubra,Festuca rubra,Constant,Grasslands,Cyrno-Sardean oromediterranean siliceous dry grassland
416502,Festuca rubra,Festuca rubra,Constant,Scrublands,Lowland to montane temperate and submediterranean Juniperus scrub
416502,Festuca rubra,Festuca rubra,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
416502,Festuca rubra,Festuca rubra,Constant,Grasslands,Mediterranean short moist grassland of lowlands
416502,Festuca rubra,Festuca rubra,Constant,Scrublands,Central Mediterranean mountain hedgehog-heath
416502,Festuca rubra,Festuca rubra,Constant,Wetlands,Relict mire of Mediterranean mountains
416502,Festuca rubra,Festuca rubra,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
2809827,Ficus carica,Ficus carica,Constant,Forests,Mediterranean and Macaronesian riparian forest
2809827,Ficus carica,Ficus carica,Diagnostic,Forests,Mediterranean and Macaronesian riparian forest
2815181,Fumana ericoides,Fumana ericoides,Diagnostic,Scrublands,Mediterranean gypsum scrub
2815181,Fumana ericoides,Fumana ericoides,Constant,Scrublands,Mediterranean gypsum scrub
2815222,Fumana thymifolia,Fumana thymifolia,Constant,Scrublands,Mediterranean gypsum scrub
3043225,Galactites tomentosus,Galactites tomentosus,Diagnostic,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
3043225,Galactites tomentosus,Galactites tomentosus,Constant,Man-made,Mediterranean subnitrophilous annual grassland
3043225,Galactites tomentosus,Galactites tomentosus,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
3043225,Galactites tomentosus,Galactites tomentosus,Dominant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2819225,Genista florida,Genista florida,Diagnostic,Scrublands,Lowland to montane temperate and submediterranean genistoid scrub
2819225,Genista florida,Genista florida,Dominant,Scrublands,Lowland to montane temperate and submediterranean genistoid scrub
2819225,Genista florida,Genista florida,Constant,Scrublands,Lowland to montane temperate and submediterranean genistoid scrub
2819567,Genista scorpius,Genista scorpius,Constant,Forests,Mediterranean montane Pinus sylvestris-Pinus nigra forest
2819567,Genista scorpius,Genista scorpius,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
2819567,Genista scorpius,Genista scorpius,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
2819567,Genista scorpius,Genista scorpius,Constant,Grasslands,Iberian oromediterranean basiphilous dry grassland
2819567,Genista scorpius,Genista scorpius,Diagnostic,Scrublands,Mediterranean gypsum scrub
2819567,Genista scorpius,Genista scorpius,Constant,Scrublands,Mediterranean gypsum scrub
2819567,Genista scorpius,Genista scorpius,Constant,Scrublands,Submediterranean pseudomaquis
2819567,Genista scorpius,Genista scorpius,Diagnostic,Scrublands,Western Mediterranean mountain hedgehog-heath
2823621,Geranium molle,Geranium molle,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2823621,Geranium molle,Geranium molle,Constant,Man-made,Mediterranean subnitrophilous annual grassland
2826358,Glaucium flavum,Glaucium flavum,Constant,Coastal,Mediterranean and Black Sea coastal shingle beach
2826358,Glaucium flavum,Glaucium flavum,Diagnostic,Coastal,Mediterranean and Black Sea coastal shingle beach
3112311,Glebionis coronaria,Glebionis coronaria,Diagnostic,Man-made,Mediterranean subnitrophilous annual grassland
2836902,Gypsophila struthium,Gypsophila struthium,Dominant,Scrublands,Mediterranean gypsum scrub
2836902,Gypsophila struthium,Gypsophila struthium,Constant,Scrublands,Mediterranean gypsum scrub
2836902,Gypsophila struthium,Gypsophila struthium,Diagnostic,Scrublands,Mediterranean gypsum scrub
3074272,Hedypnois rhagadioloides,Hedypnois rhagadioloides,Constant,Man-made,Mediterranean subnitrophilous annual grassland
3074272,Hedypnois rhagadioloides,Hedypnois rhagadioloides,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
3074272,Hedypnois rhagadioloides,Hedypnois rhagadioloides,Constant,Grasslands,Mediterranean closely grazed dry grassland
2842251,Helianthemum apenninum,Helianthemum apenninum,Diagnostic,Grasslands,Iberian oromediterranean basiphilous dry grassland
2842251,Helianthemum apenninum,Helianthemum apenninum,Constant,Grasslands,Iberian oromediterranean basiphilous dry grassland
2842251,Helianthemum apenninum,Helianthemum apenninum,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
2842251,Helianthemum apenninum,Helianthemum apenninum,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
2842251,Helianthemum apenninum,Helianthemum apenninum,Diagnostic,Scrublands,Western Mediterranean mountain hedgehog-heath
2842251,Helianthemum apenninum,Helianthemum apenninum,Diagnostic,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
2842793,Helianthemum squamatum,Helianthemum squamatum,Diagnostic,Scrublands,Mediterranean gypsum scrub
2842793,Helianthemum squamatum,Helianthemum squamatum,Constant,Scrublands,Mediterranean gypsum scrub
2842816,Helianthemum syriacum,Helianthemum syriacum,Diagnostic,Scrublands,Mediterranean gypsum scrub
2842816,Helianthemum syriacum,Helianthemum syriacum,Constant,Scrublands,Mediterranean gypsum scrub
2842864,Helianthemum violaceum,Helianthemum violaceum,Diagnostic,Scrublands,Mediterranean gypsum scrub
3091303,Helichrysum italicum,Helichrysum italicum,Constant,Coastal,Mediterranean and Black Sea coastal shingle beach
3091303,Helichrysum italicum,Helichrysum italicum,Constant,Scrublands,Western Mediterranean spiny heath
3091303,Helichrysum italicum,Helichrysum italicum,Constant,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
3091303,Helichrysum italicum,Helichrysum italicum,Constant,Scrublands,Central Mediterranean mountain hedgehog-heath
3091303,Helichrysum italicum,Helichrysum italicum,Diagnostic,Scrublands,Western Mediterranean spiny heath
3091303,Helichrysum italicum,Helichrysum italicum,Constant,Grasslands,Cyrno-Sardean oromediterranean siliceous dry grassland
3091400,Helichrysum litoreum,Helichrysum litoreum,Diagnostic,Coastal,Mediterranean and Black Sea rocky sea cliff and shore
3091930,Helichrysum stoechas,Helichrysum stoechas,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
3091930,Helichrysum stoechas,Helichrysum stoechas,Constant,Coastal,Mediterranean and Black Sea coastal dune scrub
3091930,Helichrysum stoechas,Helichrysum stoechas,Constant,Grasslands,Iberian oromediterranean basiphilous dry grassland
3091930,Helichrysum stoechas,Helichrysum stoechas,Constant,Forests,Mediterranean lowland to submontane Pinus forest
3091930,Helichrysum stoechas,Helichrysum stoechas,Constant,Scrublands,Mediterranean gypsum scrub
3091930,Helichrysum stoechas,Helichrysum stoechas,Diagnostic,Scrublands,Mediterranean gypsum scrub
3091930,Helichrysum stoechas,Helichrysum stoechas,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
3091930,Helichrysum stoechas,Helichrysum stoechas,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
466367,Helictochloa marginata,Helictochloa marginata,Constant,Forests,Mediterranean montane Pinus sylvestris-Pinus nigra forest
466367,Helictochloa marginata,Helictochloa marginata,Constant,Grasslands,Open Iberian supramediterranean dry acid and neutral grassland
419396,Hordeum marinum,Hordeum geniculatum,Constant,Grasslands,Submediterranean moist meadow
419396,Hordeum marinum,Hordeum geniculatum,Diagnostic,Grasslands,Submediterranean moist meadow
419395,Hordeum marinum,Hordeum marinum,Diagnostic,Grasslands,Mediterranean inland salt steppe
419395,Hordeum marinum,Hordeum marinum,Constant,Grasslands,Mediterranean inland salt steppe
515400,Hypericum empetrifolium,Hypericum empetrifolium,Constant,Forests,Mediterranean Cupressaceae forest
515400,Hypericum empetrifolium,Hypericum empetrifolium,Diagnostic,Forests,Mediterranean Cupressaceae forest
515400,Hypericum empetrifolium,Hypericum empetrifolium,Diagnostic,Scrublands,Eastern Mediterranean spiny heath (phrygana)
515400,Hypericum empetrifolium,Hypericum empetrifolium,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
516286,Hypericum perforatum,Hypericum perforatum,Constant,Scrublands,Lowland to montane temperate and submediterranean genistoid scrub
516286,Hypericum perforatum,Hypericum perforatum,Constant,Scrublands,Temperate and submediterranean thorn scrub
516286,Hypericum perforatum,Hypericum perforatum,Constant,Forests,Temperate and submediterranean thermophilous deciduous forest
516286,Hypericum perforatum,Hypericum perforatum,Constant,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
3074657,Hypochaeris radicata,Hypochaeris radicata,Constant,Grasslands,Mediterranean short moist grassland of mountains
2867046,Isatis tinctoria,Isatis tinctoria,Diagnostic,Forests,Mediterranean montane Cedrus forest
2921992,Jacobaea maritima,Jacobaea maritima,Diagnostic,Coastal,Mediterranean and Black Sea rocky sea cliff and shore
2921992,Jacobaea maritima,Jacobaea maritima,Constant,Coastal,Mediterranean and Black Sea rocky sea cliff and shore
351859,Jasione crispa,Jasione crispa,Constant,Grasslands,Open Iberian supramediterranean dry acid and neutral grassland
351859,Jasione crispa,Jasione crispa,Diagnostic,Grasslands,Iberian oromediterranean siliceous dry grassland
351859,Jasione crispa,Jasione crispa,Diagnostic,Grasslands,Open Iberian supramediterranean dry acid and neutral grassland
351859,Jasione crispa,Jasione crispa,Constant,Grasslands,Iberian oromediterranean siliceous dry grassland
314576,Juncus bufonius,Juncus bufonius,Constant,Grasslands,Mediterranean short moist grassland of lowlands
3044604,Jurinea humilis,Jurinea humilis,Constant,Grasslands,Iberian oromediterranean siliceous dry grassland
3044604,Jurinea humilis,Jurinea humilis,Constant,Grasslands,Iberian oromediterranean basiphilous dry grassland
3044604,Jurinea humilis,Jurinea humilis,Diagnostic,Grasslands,Iberian oromediterranean basiphilous dry grassland
421289,Koeleria glauca,Koeleria crassipes,Constant,Grasslands,Open Iberian supramediterranean dry acid and neutral grassland
421289,Koeleria glauca,Koeleria crassipes,Diagnostic,Grasslands,Open Iberian supramediterranean dry acid and neutral grassland
3062792,Launaea fragilis,Launaea fragilis,Constant,Scrublands,Mediterranean gypsum scrub
3062792,Launaea fragilis,Launaea fragilis,Diagnostic,Scrublands,Mediterranean gypsum scrub
108971,Lavandula angustifolia,Lavandula angustifolia,Diagnostic,Forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
108971,Lavandula angustifolia,Lavandula angustifolia,Constant,Forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
108971,Lavandula angustifolia,Lavandula angustifolia,Constant,Scrublands,Submediterranean pseudomaquis
108971,Lavandula angustifolia,Lavandula angustifolia,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
108971,Lavandula angustifolia,Lavandula angustifolia,Constant,Scrublands,Central Mediterranean mountain hedgehog-heath
108971,Lavandula angustifolia,Lavandula angustifolia,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
109033,Lavandula latifolia,Lavandula latifolia,Constant,Forests,Mediterranean montane Pinus sylvestris-Pinus nigra forest
109033,Lavandula latifolia,Lavandula latifolia,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
109033,Lavandula latifolia,Lavandula latifolia,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
109033,Lavandula latifolia,Lavandula latifolia,Constant,Grasslands,Iberian oromediterranean basiphilous dry grassland
109033,Lavandula latifolia,Lavandula latifolia,Diagnostic,Scrublands,Western Mediterranean mountain hedgehog-heath
109059,Lavandula pedunculata,Lavandula pedunculata,Constant,Scrublands,Lowland to montane temperate and submediterranean genistoid scrub
109059,Lavandula pedunculata,Lavandula pedunculata,Diagnostic,Scrublands,Lowland to montane temperate and submediterranean genistoid scrub
109094,Lavandula stoechas,Lavandula stoechas,Constant,Scrublands,Western Mediterranean spiny heath
3112766,Leucanthemum vulgare,Leucanthemum vulgare,Constant,Grasslands,Submediterranean moist meadow
3112766,Leucanthemum vulgare,Leucanthemum vulgare,Constant,Grasslands,Mediterranean short moist grassland of lowlands
3113963,Limbarda crithmoides,Limbarda crithmoides,Constant,Grasslands,Mediterranean inland salt steppe
3113963,Limbarda crithmoides,Limbarda crithmoides,Diagnostic,Grasslands,Mediterranean inland salt steppe
3113963,Limbarda crithmoides,Limbarda crithmoides,Dominant,Grasslands,Mediterranean inland salt steppe
2353458,Linum suffruticosum,Linum suffruticosum,Diagnostic,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
2353458,Linum suffruticosum,Linum suffruticosum,Constant,Scrublands,Mediterranean gypsum scrub
2353458,Linum suffruticosum,Linum suffruticosum,Constant,Grasslands,Iberian oromediterranean basiphilous dry grassland
2353458,Linum suffruticosum,Linum suffruticosum,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
2353458,Linum suffruticosum,Linum suffruticosum,Constant,Grasslands,Mediterranean short moist grassland of lowlands
2353458,Linum suffruticosum,Linum suffruticosum,Diagnostic,Scrublands,Mediterranean gypsum scrub
2353458,Linum suffruticosum,Linum suffruticosum,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
422848,Lolium perenne,Lolium perenne,Constant,Grasslands,Submediterranean moist meadow
422848,Lolium perenne,Lolium perenne,Dominant,Grasslands,Submediterranean moist meadow
422848,Lolium perenne,Lolium perenne,Diagnostic,Grasslands,Submediterranean moist meadow
422874,Lolium rigidum,Lolium rigidum,Constant,Man-made,Mediterranean subnitrophilous annual grassland
422874,Lolium rigidum,Lolium rigidum,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
422874,Lolium rigidum,Lolium rigidum,Diagnostic,Man-made,Mediterranean subnitrophilous annual grassland
2345329,Lotus corniculatus,Lotus corniculatus,Constant,Grasslands,Submediterranean moist meadow
2345329,Lotus corniculatus,Lotus corniculatus,Constant,Grasslands,Mediterranean short moist grassland of mountains
2345329,Lotus corniculatus,Lotus corniculatus,Constant,Grasslands,Balkan and Anatolian oromediterranean dry grassland
2345329,Lotus corniculatus,Lotus corniculatus,Constant,Forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
2345329,Lotus corniculatus,Lotus corniculatus,Constant,Grasslands,Mediterranean short moist grassland of lowlands
2345329,Lotus corniculatus,Lotus corniculatus,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
2345329,Lotus corniculatus,Lotus corniculatus,Constant,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
2345329,Lotus corniculatus,Lotus corniculatus,Constant,Scrublands,Lowland to montane temperate and submediterranean Juniperus scrub
3013715,Lotus corniculatus,Lotus stenodon,Constant,Grasslands,Balkan and Anatolian oromediterranean dry grassland
3013715,Lotus corniculatus,Lotus stenodon,Diagnostic,Grasslands,Balkan and Anatolian oromediterranean dry grassland
2345484,Lotus creticus,Lotus creticus,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2345484,Lotus creticus,Lotus creticus,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2345470,Lotus dorycnium,Dorycnium pentaphyllum,Constant,Forests,Mediterranean thermophilous deciduous forest
2345470,Lotus dorycnium,Dorycnium pentaphyllum,Constant,Forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
2345470,Lotus dorycnium,Dorycnium pentaphyllum,Constant,Forests,Mediterranean montane Cedrus forest
2345470,Lotus dorycnium,Dorycnium pentaphyllum,Constant,Forests,Mediterranean lowland to submontane Pinus forest
2345470,Lotus dorycnium,Dorycnium pentaphyllum,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
2345470,Lotus dorycnium,Dorycnium pentaphyllum,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
2345470,Lotus dorycnium,Dorycnium pentaphyllum,Constant,Grasslands,Mediterranean short moist grassland of lowlands
2345470,Lotus dorycnium,Dorycnium pentaphyllum,Constant,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
423191,Lygeum spartum,Lygeum spartum,Constant,Scrublands,Mediterranean halo-nitrophilous scrub
423191,Lygeum spartum,Lygeum spartum,Constant,Grasslands,Mediterranean inland salt steppe
423191,Lygeum spartum,Lygeum spartum,Diagnostic,Grasslands,Mediterranean tall perennial dry grassland
423191,Lygeum spartum,Lygeum spartum,Constant,Scrublands,Mediterranean gypsum scrub
423191,Lygeum spartum,Lygeum spartum,Dominant,Grasslands,Mediterranean inland salt steppe
423191,Lygeum spartum,Lygeum spartum,Dominant,Grasslands,Mediterranean tall perennial dry grassland
423191,Lygeum spartum,Lygeum spartum,Diagnostic,Grasslands,Mediterranean inland salt steppe
423191,Lygeum spartum,Lygeum spartum,Constant,Grasslands,Mediterranean tall perennial dry grassland
423191,Lygeum spartum,Lygeum spartum,Diagnostic,Scrublands,Mediterranean gypsum scrub
2896568,Lysimachia arvensis,Anagallis arvensis,Constant,Grasslands,Mediterranean annual-rich dry grassland
2896568,Lysimachia arvensis,Anagallis arvensis,Constant,Grasslands,Mediterranean closely grazed dry grassland
2896568,Lysimachia arvensis,Anagallis arvensis,Constant,Man-made,Mediterranean subnitrophilous annual grassland
2896568,Lysimachia arvensis,Anagallis arvensis,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
2896568,Lysimachia arvensis,Anagallis arvensis,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2357964,Matthiola sinuata,Matthiola sinuata,Diagnostic,Coastal,Mediterranean and Black Sea coastal shingle beach
2357964,Matthiola sinuata,Matthiola sinuata,Constant,Coastal,Mediterranean and Black Sea coastal shingle beach
